track_id,cluster_vae,true_genre,language
I Can't Believe That You've Stopped Loving Me,0,42,-1
I Can't Help It (If I'm Still in Love with You),0,42,-1
I Can't Stop,0,116,-1
I Can't Stop Loving You,0,42,-1
I Can't Wait No Longer (Let's Do This),0,2,-1
I Cheated Me Right of You,0,42,-1
I Could Write a Book,0,86,-1
I Did It for Alfie,0,102,-1
I Didn't Know What Time It Was,0,86,-1
I Didn't Mean to Turn You On,0,102,-1
I Dream of Spring,0,42,-1
I Drink,0,42,-1
I F****** Hate You,0,102,-1
I Feel Good,0,64,-1
I Feel Love,0,33,-1
I Feel for You,0,56,-1
I Finally Found Somebody,0,42,-1
I Forgot More Than You'll Ever Know,0,42,-1
I Fucking Hate You,0,6,-1
I Go to Pieces,0,102,-1
I Got Rhythm,0,86,-1
I Got Stung,0,102,-1
I Got a Woman,0,18,-1
I Gotta Right to Sing the Blues,0,86,-1
I Grieve,0,39,-1
I Guess I've Come to Live Here in Your Eyes,0,42,-1
I Have a Dream,0,102,-1
I Know,0,42,-1
I Know It's a Sin,0,18,-1
I Know Where It's At,0,102,-1
I Like,0,116,-1
I Like Beer,0,42,-1
I Like That,0,117,-1
I Like You Ok,0,102,-1
I Love Jazz,0,86,-1
I Love This Bar,0,42,-1
I Love You,0,116,-1
I Love the Winter Weather/I've Got My Love to Keep Me Warm,0,78,-1
I Luv It,0,117,-1
I Made the Prison Band,0,42,-1
I Need Love,0,117,-1
I Need Your Love Tonight,0,102,-1
I Never Loved Her,0,102,-1
I Never Meant to Hurt You,0,102,-1
I Never Thought I'd See the Day,0,102,-1
I Only Wanted,0,116,-1
I Refuse Limitation,0,117,-1
I Run S***,0,56,-1
I Saw Her Standing There,0,102,-1
I Saw Mommy Kissing Santa Claus,0,78,-1
I Sold Your Dog to a Chinese Restaurant,0,102,-1
I Still Miss Someone,0,42,-1
I Think It's Going to Rain Today,0,102,-1
I Told You Baby,0,18,-1
I Turned You On,0,56,-1
I Wanna Be Like You (The Monkey Song),0,18,-1
I Wanna Be Me,0,102,-1
I Wanna Be Your Lover,0,56,-1
I Wanna Dance with Somebody (Who Loves Me),0,2,-1
I Wanna Hold You,0,116,-1
I Want You,0,102,-1
I Was So Wrong,0,18,-1
I Went to Your Wedding,0,42,-1
I Will Be Here,0,97,-1
I Will Miss You When You Go,0,42,-1
I Will Remember,0,102,-1
I Will Survive,0,88,-1
I Wish I Could Say the Same,0,153,-1
I Wish I Liked You (As Much as I Love You),0,116,-1
I Wish That I Could Be You,0,116,-1
I Won't Cry Anymore,0,55,-1
I Won't Forget You,0,42,-1
I Wonder What She'll Think About Me Leaving,0,42,-1
I and I,0,102,-1
I'll Be Doggone [Juke Box Single Version (Stereo)],0,116,-1
I'll Be Your Baby Tonight,0,29,-1
I'll Change My Style,0,18,-1
I'll Fly Away,0,117,-1
I'll Never Smile Again,0,153,-1
I'll Still Kill,0,117,-1
I'll Tell Me Ma,0,61,-1
I'm Alright,0,102,-1
I'm Bored,0,102,-1
I'm Getting Sentimental Over You,0,102,-1
I'm Glad for Your Sake (But I'm Sorry for Mine),0,88,-1
I'm Going to Stop Pretending That I Didn't Break Your Heart,0,102,-1
I'm Gonna Move to the Outskirts of Town,0,18,-1
I'm Hooked on You,0,86,-1
I'm Making Believe,0,153,-1
I'm Not Worried at All,0,56,-1
I'm Real,0,56,-1
I'm Satisfied,0,18,-1
I'm So Lonesome,0,42,-1
I'm So Lonesome I Could Cry,0,42,-1
"I'm So Lonesome, I Could Cry",0,42,-1
I'm Still Not over You,0,42,-1
I'm Talking About You,0,102,-1
I'm Through with Love,0,86,-1
I'm With a Crowd But So Alone,0,42,-1
I'm a Fool To Want You [Take 3 - CL 1157],0,86,-1
I'm a Man You Don't Meet Every Day,0,56,-1
I'm a Rebel,0,56,-1
I'm an Old Cowhand (From the Rio Grande),0,86,-1
I'm in Pain,0,102,-1
I've Been Loved by the Best,0,42,-1
I've Been Working,0,18,-1
I've Got You Under My Skin,0,86,-1
I've Got a Crush on You,0,86,-1
I've Got a Good Thing Going,0,42,-1
I've Got a Pocketful of Dreams,0,86,-1
I've Got a Rock 'N' Roll Heart,0,102,-1
I've Got the World on a String,0,86,-1
I've Loved You All Over the World,0,42,-1
Ice Water,0,102,-1
Ideal Home,0,102,-1
Idiot,0,1,-1
If Anyone Falls,0,102,-1
If I Don't See You Again,0,102,-1
If I Ever Thought You'd Be Lonely,0,102,-1
If I Give My Love to You?,0,18,-1
If I Had,0,117,-1
"If I Had $1,000,000",0,102,-1
If I Was Jesus,0,42,-1
If It Weren't For Him,0,42,-1
If You Can Dream,0,86,-1
If You Don't Want to See Santa Claus Cry,0,42,-1
"If You Gotta Go, Go Now",0,102,-1
Ill Wind,0,86,-1
Im Happy Just to Dance With You,0,102,-1
Impressive Instant,0,56,-1
Impure Perfection,0,56,-1
In Amber,0,102,-1
In Germany Before the War,0,102,-1
In Sickness Intertwined,0,56,-1
In Sufferance,0,102,-1
In Summary of What I Am,0,56,-1
In Vain,0,102,-1
In a Modern World,0,56,-1
In the Bleak Mid Winter,0,78,-1
In the Bleak Midwinter,0,85,-1
In the Garden,0,42,-1
In the Shadows,0,14,-1
Incline,0,85,-1
Indians,0,102,-1
Inflikted,0,56,-1
Info Kill II,0,117,-1
Institutionalized,0,102,-1
Intro,0,117,-1
Is It Because I'm Black?,0,116,-1
Is It News,0,18,-1
Is This Desire?,0,102,-1
Isaac & Abraham,0,61,-1
Isle of Capri,0,86,-1
It Ain't,0,117,-1
It Had to Be You,0,86,-1
It Looks Like Rain,0,102,-1
It Never Entered My Mind,0,86,-1
It Serves Me Right to Suffer,0,18,-1
It Takes a Good Woman,0,102,-1
It Tears Me Up,0,116,-1
It Won't Be Long (And I'll Be Hating You),0,42,-1
It Won't Be Long (Till I'll Be Leaving),0,42,-1
It Won't Fade,0,102,-1
It's All Over,0,42,-1
It's All Over But the Crying,0,102,-1
It's All Over But the Shoutin',0,56,-1
It's All Right,0,102,-1
It's Beginning to Look a Lot Like Christmas,0,78,-1
It's Funny to Everyone,0,153,-1
It's Gonna Be Me,0,56,-1
It's Gotta Be You,0,56,-1
It's Just That Simple,0,102,-1
It's Like That [Main Version],0,56,-1
It's Murda,0,117,-1
It's My Own Fault,0,18,-1
It's Okay (One Blood),0,117,-1
It's Only a Paper Moon,0,55,-1
It's Over,0,61,-1
It's So Close to Christmas (And I'm So Far from Home),0,42,-1
It's a Beautiful Day (Reprise),0,102,-1
It's an Uphill Climb (To the Bottom),0,116,-1
It's the Limit,0,102,-1
It*s Murda,0,117,-1
Its Raining Men,0,39,-1
Ive Been Wrong Before,0,102,-1
JC,0,102,-1
Jack Rabbit,0,42,-1
Jah Bless,0,120,-1
Jah Pickney -- R.A.R.,0,56,-1
Jah Will Be Done,0,120,-1
Janie Is a Nazi,0,102,-1
Jim,0,18,-1
Jimmies Dream,0,102,-1
Jingle Bells,0,42,-1
Joan of Arc,0,61,-1
Johnny B. Goode,0,56,-1
Journey of the Angels,0,78,-1
Joy,0,116,-1
Juggernaut,0,102,-1
Juliet,0,42,-1
Jump Off,0,117,-1
Just Because,0,56,-1
Just Good Friends,0,56,-1
Just Like You,0,102,-1
Just One Fix,0,4,-1
Just The Way You Are,0,39,-1
Just Won't Do Right,0,116,-1
Just a Closer Walk With Thee,0,42,-1
Just a Closer Walk with The,0,42,-1
Just as I Am,0,122,-1
Justin,0,61,-1
Keep Gettin' It On,0,116,-1
Keep Hope Alive,0,102,-1
Keep It Comin' Love,0,102,-1
Keep It Thoro,0,117,-1
Keep on Lovin' You,0,116,-1
Keepin' the Summer Alive,0,102,-1
Keeping the Cadaver Dogs Busy,0,56,-1
Kill 'Em All,0,117,-1
Kill My Friends,0,102,-1
Killing Me Softly,0,116,-1
Killing in the Name,0,4,-1
King of the Stereo,0,102,-1
Kingdom Come,0,122,-1
Kiss,0,56,-1
Kiss Me,0,102,-1
Kizz My Black Azz,0,117,-1
Knife,0,40,-1
Knives Bats New Tats,0,102,-1
Knockin' Niggaz Off,0,117,-1
Knocks Me off My Feet,0,102,-1
Know These Things: Shouldn't You,0,116,-1
Kung Fu You,0,102,-1
L001-141,8,-1,0
L002-157,3,-1,0
L004-120,3,-1,0
L005-84,8,-1,0
L006-135,8,-1,0
L007-76,3,-1,0
L008-146,3,-1,0
L009-151,3,-1,0
L010-168,8,-1,0
L011-156,8,-1,0
L012-81,3,-1,0
L013-159,3,-1,0
L014-137,3,-1,0
L015-160,3,-1,0
L016-77,8,-1,0
L017-133,8,-1,0
L018-109,3,-1,0
L020-162,3,-1,0
L021-101,8,-1,0
L022-121,8,-1,0
L024-142,3,-1,0
L025-86,8,-1,0
L026-97,8,-1,0
L027-153,8,-1,0
L028-150,8,-1,0
L030-166,8,-1,0
L031-139,3,-1,0
L032-98,8,-1,0
L033-72,3,-1,0
L034-79,3,-1,0
L035-134,3,-1,0
L036-118,3,-1,0
L037-169,8,-1,0
L038-102,8,-1,0
L040-132,8,-1,0
L041-172,8,-1,0
L042-108,8,-1,0
L043-130,3,-1,0
L044-107,3,-1,0
L045-145,8,-1,0
L046-147,8,-1,0
L047-71,3,-1,0
L048-163,3,-1,0
L049-164,8,-1,0
L050-149,3,-1,0
L051,3,-1,0
L052,8,-1,0
L053,3,-1,0
L054,3,-1,0
L055,3,-1,0
L058,3,-1,0
L059,3,-1,0
L060,8,-1,0
L061,3,-1,0
L063,8,-1,0
L064,8,-1,0
L065,8,-1,0
L066,3,-1,0
L067,3,-1,0
L068,3,-1,0
L069,0,-1,0
L070,8,-1,0
L071,3,-1,0
L072,3,-1,0
L073,3,-1,0
L074,3,-1,0
L075,8,-1,0
L076,3,-1,0
L078,8,-1,0
L079,3,-1,0
L080,8,-1,0
L082,3,-1,0
L083,3,-1,0
L084,3,-1,0
L085,3,-1,0
L087,8,-1,0
L088,8,-1,0
L089,8,-1,0
L090,8,-1,0
L091,8,-1,0
L092,3,-1,0
L093,3,-1,0
L095,3,-1,0
L096,3,-1,0
L097,3,-1,0
L098,3,-1,0
L099,8,-1,0
L100,3,-1,0
L101,8,-1,0
L102,8,-1,0
L103,8,-1,0
L104,3,-1,0
L105,8,-1,0
L107,3,-1,0
L108,8,-1,0
L109,3,-1,0
L110,8,-1,0
L111-66,8,-1,0
L112-170,8,-1,0
L113-90,8,-1,0
L114-116,8,-1,0
L115-161,8,-1,0
L116-140,8,-1,0
L117-104,8,-1,0
L118-167,8,-1,0
L121-70,8,-1,0
L122-148,3,-1,0
L123-143,3,-1,0
L124-91,8,-1,0
L125-128,8,-1,0
L126-83,8,-1,0
L127-122,3,-1,0
L128-173,8,-1,0
L130-92,3,-1,0
L131-67,3,-1,0
L132-93,8,-1,0
L133-158,3,-1,0
L134-75,3,-1,0
L135-69,3,-1,0
L136-123,8,-1,0
L137-165,8,-1,0
L138-136,3,-1,0
L140-94,8,-1,0
L141-95,3,-1,0
L142-96,8,-1,0
L144-110,3,-1,0
L145-113,3,-1,0
L146-68,3,-1,0
L147-152,8,-1,0
L148-154,3,-1,0
L149-106,3,-1,0
L150-124,3,-1,0
L151-111,3,-1,0
L152-114,3,-1,0
L153-99,3,-1,0
L154-119,8,-1,0
L155-117,3,-1,0
L156-100,3,-1,0
L157-115,8,-1,0
L159-138,3,-1,0
L160-155,8,-1,0
L161,8,-1,0
L162,3,-1,0
L163,3,-1,0
L164,8,-1,0
L165,3,-1,0
L166,3,-1,0
L167,8,-1,0
L168,8,-1,0
L169,3,-1,0
L170,3,-1,0
L171,3,-1,0
L172,8,-1,0
L174,8,-1,0
L175,3,-1,0
L176,8,-1,0
L177,8,-1,0
L178,8,-1,0
L179,8,-1,0
L180,3,-1,0
L181,8,-1,0
L182,8,-1,0
L183,8,-1,0
L184,3,-1,0
L185,3,-1,0
L186,3,-1,0
L187,8,-1,0
L188,3,-1,0
L189,8,-1,0
L190,8,-1,0
L191,3,-1,0
L192,8,-1,0
L193,8,-1,0
L194,3,-1,0
L195,3,-1,0
L196,8,-1,0
L197,3,-1,0
L198,3,-1,0
L199,3,-1,0
L200,8,-1,0
La Passion,0,56,-1
Labeled,0,56,-1
Lady Soul,0,116,-1
Land of Make Believe,0,86,-1
Larger Than Life,0,56,-1
Laser Love,0,102,-1
Last Caress/Green Hell,0,56,-1
Last Date,0,42,-1
Last Night,0,18,-1
Last Night Blues,0,18,-1
Last Night I Lost the Best Friend I Ever Had,0,18,-1
Last Resort,0,6,-1
Last of the Mohicans,0,117,-1
Lately,0,116,-1
Laughter & Forgetting,0,86,-1
Laura (What's He Got That I Ain't Got),0,42,-1
Lawdy Lawdy Blues,0,18,-1
Lay My Burden Down,0,18,-1
Lazy Days,0,85,-1
Lead Song,0,102,-1
Leader,0,102,-1
Least of All,0,42,-1
Leaving Greensleeves,0,61,-1
Left to Starve,0,102,-1
Legends,0,117,-1
Lemon Drop,0,117,-1
Let It Rain,0,97,-1
Let Love Rule,0,102,-1
Let Me,0,102,-1
Let Me Love You,0,18,-1
Let There Be Peace on Earth,0,42,-1
Let off Supm,0,120,-1
Let the Jukebox Keep on Playing,0,42,-1
Let's Dance,0,3,-1
Let's Fall in Love,0,86,-1
Let's Get It On,0,116,-1
Let's Go (Nothing for Me),0,102,-1
Let's Ride,0,116,-1
Let's Stick Together,0,102,-1
Let's Talk About Sex,0,116,-1
Let's Wait Awhile,0,56,-1
Life Be My Song,0,56,-1
Life Is So Peculiar,0,18,-1
Life Is a Song,0,86,-1
Life to Go,0,42,-1
Life's What You Make It,0,102,-1
Lights Over Baghdad,0,102,-1
Like I Love You,0,102,-1
Like Moon Behind A Cloud,0,86,-1
Like Someone in Love,0,86,-1
Like a Virgin,0,33,-1
Like a Virgin [Extended Dance Remix],0,56,-1
Limpwristed,0,102,-1
Liquid Pig,0,102,-1
Little Amsterdam,0,102,-1
Little Cowboy,0,29,-1
Little Drummer Boy,0,32,-1
Little Girl,0,55,-1
Little Saint Nick's Drive In,0,78,-1
Live Undead,0,102,-1
Loan Me a Dime,0,102,-1
Lockdown,0,56,-1
London Calling,0,23,-1
London You're a Lady,0,85,-1
Lonely,0,102,-1
Lonely Street,0,42,-1
Long Black Veil,0,61,-1
Long Tall Texan,0,102,-1
Long Time,0,18,-1
Long Time Gone,0,42,-1
Long Winter,0,120,-1
"Look Heart, No Hands",0,42,-1
Look at Little Sister,0,102,-1
Lookin' for Love,0,42,-1
Lookin' for a Love,0,116,-1
Looking Back,0,97,-1
Looks Like I'm up Shit Creek Again,0,42,-1
"Loot, Shoot, Electrocute",0,85,-1
Lord of the Dance,0,97,-1
Lose My Breath,0,56,-1
Lose Yourself,0,74,-1
Lost,0,85,-1
Lost in Tha System,0,117,-1
Lou's Got the Flu,0,35,-1
Lovable,0,42,-1
Love @ 1st Sight,0,56,-1
Love Alive,0,102,-1
Love Calls,0,116,-1
Love Don't Cost a Thing,0,56,-1
Love Is Like a Cigarette,0,86,-1
Love Isn't Easy (But It Sure Is Hard Enough),0,102,-1
Love Kamikaze,0,85,-1
Love Letters,0,18,-1
Love Man,0,102,-1
Love Me,0,116,-1
Love Me Tonight,0,56,-1
Love Me or Leave Me,0,86,-1
Love Me or Leave Me (Breakdown),0,18,-1
"Love Me, Love Me Now",0,56,-1
Love Rollercoaster,0,102,-1
Love Song,0,42,-1
Love Song for a Savior,0,122,-1
Love You 'Till the End,0,85,-1
Love You Inside Out,0,102,-1
Love a Little Stronger,0,42,-1
Love for Sale,0,86,-1
Love in Itself 2,0,56,-1
Love in the Afternoon,0,32,-1
Love of My Life,0,97,-1
Love on the Line,0,42,-1
Lovely,0,116,-1
Lovely Rita,0,102,-1
Lover,0,86,-1
"Lover Man (Oh, Where Can You Be)",0,86,-1
Lovesick for Mina,0,102,-1
Loving Pauper,0,120,-1
Low Tide of the Night,0,56,-1
Lucky Man,0,102,-1
Lullaby,0,32,-1
Lush Life,0,86,-1
Luxlo Flaming Deluxlo,0,102,-1
Luxury,0,56,-1
Lying Through Your Teeth,0,56,-1
MT0000004637,2,-1,-1
MT0000008995,4,-1,0
MT0000010219,2,-1,-1
MT0000010844,2,-1,-1
MT0000011357,5,-1,0
MT0000011975,2,-1,-1
MT0000017389,8,-1,0
MT0000022649,3,-1,0
MT0000022993,2,-1,-1
MT0000024499,3,-1,0
MT0000026571,4,-1,0
MT0000027422,7,-1,0
MT0000027476,2,-1,-1
MT0000030834,9,-1,0
MT0000031210,4,-1,0
MT0000034999,3,-1,0
MT0000038502,7,-1,0
MT0000040632,2,-1,-1
MT0000040773,1,-1,0
MT0000042939,5,-1,0
MT0000043184,4,-1,0
MT0000044741,4,-1,0
MT0000045345,4,-1,0
MT0000045773,8,-1,0
MT0000048600,6,-1,0
MT0000052463,8,-1,0
MT0000054705,2,-1,-1
MT0000054766,8,-1,0
MT0000059269,9,-1,0
MT0000060906,2,-1,-1
MT0000062500,2,-1,-1
MT0000063684,6,-1,0
MT0000066236,7,-1,0
MT0000066421,4,-1,0
MT0000067251,3,-1,0
MT0000068300,2,-1,-1
MT0000069357,2,-1,-1
MT0000074128,2,-1,-1
MT0000080053,5,-1,0
MT0000082188,4,-1,0
MT0000086233,2,-1,-1
MT0000086428,8,-1,0
MT0000088320,2,-1,-1
MT0000089238,7,-1,0
MT0000089410,4,-1,0
MT0000091401,5,-1,0
MT0000091781,9,-1,0
MT0000092267,2,-1,-1
MT0000092637,4,-1,0
MT0000093583,9,-1,0
MT0000095414,6,-1,0
MT0000097008,2,-1,-1
MT0000097948,4,-1,0
MT0000098581,2,-1,-1
MT0000103049,9,-1,0
MT0000103874,4,-1,0
MT0000104363,2,-1,-1
MT0000105192,2,-1,-1
MT0000105492,4,-1,0
MT0000106285,3,-1,0
MT0000109716,2,-1,-1
MT0000110175,2,-1,-1
MT0000111068,3,-1,0
MT0000113311,2,-1,-1
MT0000117176,9,-1,0
MT0000119701,6,-1,0
MT0000119987,5,-1,0
MT0000123853,2,-1,-1
MT0000124779,6,-1,0
MT0000128573,1,-1,0
MT0000133200,9,-1,0
MT0000135916,5,-1,0
MT0000139242,8,-1,0
MT0000143859,3,-1,0
MT0000144160,1,-1,0
MT0000144424,8,-1,0
MT0000145509,6,-1,0
MT0000146284,4,-1,0
MT0000146966,6,-1,0
MT0000147182,6,-1,0
MT0000147647,8,-1,0
MT0000151451,4,-1,0
MT0000151529,5,-1,0
MT0000153361,8,-1,0
MT0000153970,2,-1,-1
MT0000161127,2,-1,-1
MT0000162219,7,-1,0
MT0000164441,1,-1,0
MT0000169174,7,-1,0
MT0000169836,7,-1,0
MT0000171421,4,-1,0
MT0000171852,4,-1,0
MT0000174580,4,-1,0
MT0000175597,5,-1,0
MT0000177451,2,-1,-1
MT0000177878,6,-1,0
MT0000185453,4,-1,0
MT0000185601,6,-1,0
MT0000186467,7,-1,0
MT0000190640,7,-1,0
MT0000191766,3,-1,0
MT0000192015,2,-1,-1
MT0000192913,5,-1,0
MT0000192982,5,-1,0
MT0000195705,6,-1,0
MT0000197431,9,-1,0
MT0000202045,1,-1,0
MT0000203193,2,-1,-1
MT0000203272,2,-1,-1
MT0000204016,2,-1,-1
MT0000213542,2,-1,-1
MT0000214287,1,-1,0
MT0000216849,6,-1,0
MT0000218346,6,-1,0
MT0000222773,2,-1,-1
MT0000225806,4,-1,0
MT0000231442,9,-1,0
MT0000231784,1,-1,0
MT0000235880,2,-1,-1
MT0000239675,8,-1,0
MT0000245808,6,-1,0
MT0000249842,2,-1,-1
MT0000252574,9,-1,0
MT0000255724,9,-1,0
MT0000258223,9,-1,0
MT0000258646,7,-1,0
MT0000259235,8,-1,0
MT0000265621,1,-1,0
MT0000267636,3,-1,0
MT0000268576,1,-1,0
MT0000268701,8,-1,0
MT0000270200,1,-1,0
MT0000271454,9,-1,0
MT0000271970,7,-1,0
MT0000272906,2,-1,-1
MT0000273374,4,-1,0
MT0000277032,9,-1,0
MT0000277633,5,-1,0
MT0000283043,7,-1,0
MT0000287606,9,-1,0
MT0000287921,7,-1,0
MT0000289116,4,-1,0
MT0000292000,6,-1,0
MT0000293345,5,-1,0
MT0000299291,9,-1,0
MT0000300896,2,-1,-1
MT0000302038,2,-1,-1
MT0000310204,9,-1,0
MT0000312152,4,-1,0
MT0000315363,1,-1,0
MT0000315392,4,-1,0
MT0000316110,9,-1,0
MT0000317770,2,-1,-1
MT0000318206,1,-1,0
MT0000318279,1,-1,0
MT0000320757,4,-1,0
MT0000321394,7,-1,0
MT0000321824,4,-1,0
MT0000325093,4,-1,0
MT0000326433,3,-1,0
MT0000335310,1,-1,0
MT0000336135,2,-1,-1
MT0000344141,2,-1,-1
MT0000345937,3,-1,0
MT0000348553,6,-1,0
MT0000348835,2,-1,-1
MT0000353361,6,-1,0
MT0000357325,2,-1,-1
MT0000360851,3,-1,0
MT0000361419,3,-1,0
MT0000364027,2,-1,-1
MT0000369188,6,-1,0
MT0000370694,6,-1,0
MT0000371043,8,-1,0
MT0000377411,2,-1,-1
MT0000379144,2,-1,-1
MT0000380307,9,-1,0
MT0000380971,1,-1,0
MT0000381928,2,-1,-1
MT0000391566,7,-1,0
MT0000392975,2,-1,-1
MT0000398595,5,-1,0
MT0000400490,2,-1,-1
MT0000401186,2,-1,-1
MT0000401600,2,-1,-1
MT0000407837,8,-1,0
MT0000408441,9,-1,0
MT0000409922,4,-1,0
MT0000412380,8,-1,0
MT0000413173,2,-1,-1
MT0000414517,2,-1,-1
MT0000419956,7,-1,0
MT0000421504,9,-1,0
MT0000425270,7,-1,0
MT0000426771,2,-1,-1
MT0000426880,1,-1,0
MT0000431226,3,-1,0
MT0000434716,2,-1,-1
MT0000436815,6,-1,0
MT0000437534,3,-1,0
MT0000441552,5,-1,0
MT0000442827,2,-1,-1
MT0000446304,6,-1,0
MT0000447281,8,-1,0
MT0000447539,6,-1,0
MT0000456939,5,-1,0
MT0000460427,2,-1,-1
MT0000460480,9,-1,0
MT0000463371,5,-1,0
MT0000475876,1,-1,0
MT0000481003,2,-1,-1
MT0000481304,1,-1,0
MT0000483039,2,-1,-1
MT0000487439,1,-1,0
MT0000489470,3,-1,0
MT0000495176,2,-1,-1
MT0000495842,3,-1,0
MT0000497520,5,-1,0
MT0000502143,8,-1,0
MT0000515256,4,-1,0
MT0000518591,9,-1,0
MT0000522450,2,-1,-1
MT0000522789,2,-1,-1
MT0000522938,2,-1,-1
MT0000523576,7,-1,0
MT0000524741,2,-1,-1
MT0000526302,5,-1,0
MT0000526867,1,-1,0
MT0000534539,6,-1,0
MT0000540286,4,-1,0
MT0000546446,4,-1,0
MT0000547065,5,-1,0
MT0000549945,1,-1,0
MT0000550961,6,-1,0
MT0000552259,3,-1,0
MT0000553622,7,-1,0
MT0000556349,6,-1,0
MT0000562195,2,-1,-1
MT0000564376,3,-1,0
MT0000567692,9,-1,0
MT0000570966,7,-1,0
MT0000573766,2,-1,-1
MT0000576231,2,-1,-1
MT0000580738,3,-1,0
MT0000581530,2,-1,-1
MT0000592222,3,-1,0
MT0000595581,2,-1,-1
MT0000599398,5,-1,0
MT0000603187,5,-1,0
MT0000603561,9,-1,0
MT0000604234,7,-1,0
MT0000606812,3,-1,0
MT0000615489,1,-1,0
MT0000619767,9,-1,0
MT0000620635,2,-1,-1
MT0000621840,1,-1,0
MT0000630628,7,-1,0
MT0000631491,2,-1,-1
MT0000633351,4,-1,0
MT0000636335,2,-1,-1
MT0000638424,6,-1,0
MT0000638634,4,-1,0
MT0000642549,2,-1,-1
MT0000643201,4,-1,0
MT0000647818,1,-1,0
MT0000652082,9,-1,0
MT0000661250,4,-1,0
MT0000661847,6,-1,0
MT0000664362,6,-1,0
MT0000666429,9,-1,0
MT0000667625,3,-1,0
MT0000670865,1,-1,0
MT0000672880,7,-1,0
MT0000682947,2,-1,-1
MT0000685324,9,-1,0
MT0000685538,6,-1,0
MT0000685552,9,-1,0
MT0000688115,4,-1,0
MT0000688312,1,-1,0
MT0000689110,8,-1,0
MT0000690637,8,-1,0
MT0000694316,7,-1,0
MT0000698081,2,-1,-1
MT0000704913,4,-1,0
MT0000707663,6,-1,0
MT0000710146,2,-1,-1
MT0000711493,2,-1,-1
MT0000712071,4,-1,0
MT0000712316,2,-1,-1
MT0000714708,1,-1,0
MT0000716124,2,-1,-1
MT0000720686,7,-1,0
MT0000721873,4,-1,0
MT0000723464,1,-1,0
MT0000724357,7,-1,0
MT0000727738,1,-1,0
MT0000728975,3,-1,0
MT0000729701,2,-1,-1
MT0000732206,2,-1,-1
MT0000732821,2,-1,-1
MT0000734482,7,-1,0
MT0000735056,7,-1,0
MT0000737118,3,-1,0
MT0000737624,2,-1,-1
MT0000737807,2,-1,-1
MT0000740862,3,-1,0
MT0000741489,5,-1,0
MT0000744293,5,-1,0
MT0000746822,2,-1,-1
MT0000747666,1,-1,0
MT0000753074,6,-1,0
MT0000754511,1,-1,0
MT0000762097,1,-1,0
MT0000763275,5,-1,0
MT0000764951,4,-1,0
MT0000766316,9,-1,0
MT0000772749,2,-1,-1
MT0000773391,2,-1,-1
MT0000775053,7,-1,0
MT0000776108,9,-1,0
MT0000778102,7,-1,0
MT0000780401,1,-1,0
MT0000783307,7,-1,0
MT0000787002,3,-1,0
MT0000789330,7,-1,0
MT0000793161,2,-1,-1
MT0000796526,2,-1,-1
MT0000805883,2,-1,-1
MT0000807741,6,-1,0
MT0000808227,1,-1,0
MT0000811092,9,-1,0
MT0000811743,4,-1,0
MT0000814289,3,-1,0
MT0000814565,8,-1,0
MT0000821772,2,-1,-1
MT0000825920,7,-1,0
MT0000826010,2,-1,-1
MT0000829531,7,-1,0
MT0000829765,6,-1,0
MT0000832464,4,-1,0
MT0000834505,2,-1,-1
MT0000844574,3,-1,0
MT0000847731,3,-1,0
MT0000848769,9,-1,0
MT0000850050,4,-1,0
MT0000850957,7,-1,0
MT0000851865,5,-1,0
MT0000852582,1,-1,0
MT0000853072,1,-1,0
MT0000854722,9,-1,0
MT0000857091,2,-1,-1
MT0000863232,7,-1,0
MT0000863543,9,-1,0
MT0000865478,2,-1,-1
MT0000871290,6,-1,0
MT0000874328,3,-1,0
MT0000874482,5,-1,0
MT0000875199,9,-1,0
MT0000875520,6,-1,0
MT0000878275,8,-1,0
MT0000886390,4,-1,0
MT0000886723,2,-1,-1
MT0000888329,6,-1,0
MT0000889229,5,-1,0
MT0000892306,5,-1,0
MT0000895003,5,-1,0
MT0000895905,7,-1,0
MT0000897883,2,-1,-1
MT0000900387,7,-1,0
MT0000900995,1,-1,0
MT0000901959,1,-1,0
MT0000903225,6,-1,0
MT0000906888,6,-1,0
MT0000910270,7,-1,0
MT0000913916,2,-1,-1
MT0000920227,1,-1,0
MT0000921193,3,-1,0
MT0000922312,2,-1,-1
MT0000927561,5,-1,0
MT0000931402,1,-1,0
MT0000934613,1,-1,0
MT0000936370,2,-1,-1
MT0000938758,3,-1,0
MT0000941301,2,-1,-1
MT0000945118,2,-1,-1
MT0000948111,6,-1,0
MT0000949813,2,-1,-1
MT0000950090,4,-1,0
MT0000951610,8,-1,0
MT0000954088,5,-1,0
MT0000956340,7,-1,0
MT0000968326,8,-1,0
MT0000971800,8,-1,0
MT0000971834,2,-1,-1
MT0000972004,2,-1,-1
MT0000973218,2,-1,-1
MT0000975216,2,-1,-1
MT0000980148,2,-1,-1
MT0000982297,2,-1,-1
MT0000983092,3,-1,0
MT0000984023,7,-1,0
MT0000987523,2,-1,-1
MT0000992846,1,-1,0
MT0000997306,2,-1,-1
MT0001014012,3,-1,0
MT0001016068,9,-1,0
MT0001020011,6,-1,0
MT0001026170,2,-1,-1
MT0001030436,6,-1,0
MT0001032211,6,-1,0
MT0001035786,2,-1,-1
MT0001038803,3,-1,0
MT0001042055,6,-1,0
MT0001043721,5,-1,0
MT0001046395,3,-1,0
MT0001051344,2,-1,-1
