track_id,cluster_pca
Loan Me a Dime,0
Lockdown,0
London Calling,0
London You're a Lady,0
Lonely,0
Lonely Street,0
Long Black Veil,0
Long Tall Texan,0
Long Time,0
Long Time Gone,0
Long Winter,0
"Look Heart, No Hands",0
Look at Little Sister,0
Lookin' for Love,0
Lookin' for a Love,0
Looking Back,0
Looks Like I'm up Shit Creek Again,0
"Loot, Shoot, Electrocute",0
Lord of the Dance,0
Lose My Breath,0
Lose Yourself,0
Lost,0
Lost in Tha System,0
Lou's Got the Flu,0
Lovable,0
Love @ 1st Sight,0
Love Alive,0
Love Calls,0
Love Don't Cost a Thing,0
Love Is Like a Cigarette,0
Love Isn't Easy (But It Sure Is Hard Enough),0
Love Kamikaze,0
Love Letters,0
Love Man,0
Love Me,0
Love Me Tonight,0
Love Me or Leave Me,0
Love Me or Leave Me (Breakdown),0
"Love Me, Love Me Now",0
Love Rollercoaster,0
Love Song,0
Love Song for a Savior,0
Love You 'Till the End,0
Love You Inside Out,0
Love a Little Stronger,0
Love for Sale,0
Love in Itself 2,0
Love in the Afternoon,0
Love of My Life,0
Love on the Line,0
Lovely,0
Lovely Rita,0
Lover,0
"Lover Man (Oh, Where Can You Be)",0
Lovesick for Mina,0
Loving Pauper,0
Low Tide of the Night,0
Lucky Man,0
Lullaby,0
Lush Life,0
Luxlo Flaming Deluxlo,0
Luxury,0
Lying Through Your Teeth,0
MT0000004637,5
MT0000008995,4
MT0000010219,5
MT0000010844,5
MT0000011357,1
MT0000011975,5
MT0000017389,3
MT0000022649,2
MT0000022993,5
MT0000024499,2
MT0000026571,4
MT0000027422,1
MT0000027476,5
MT0000030834,4
MT0000031210,4
MT0000034999,2
MT0000038502,1
MT0000040632,5
MT0000040773,3
MT0000042939,1
MT0000043184,4
MT0000044741,4
MT0000045345,4
MT0000045773,2
MT0000048600,3
MT0000052463,3
MT0000054705,5
MT0000054766,3
MT0000059269,4
MT0000060906,5
MT0000062500,5
MT0000063684,3
MT0000066236,3
MT0000066421,4
MT0000067251,2
MT0000068300,5
MT0000069357,5
MT0000074128,5
MT0000080053,3
MT0000082188,4
MT0000086233,5
MT0000086428,2
MT0000088320,5
MT0000089238,3
MT0000089410,4
MT0000091401,3
MT0000091781,4
MT0000092267,5
MT0000092637,4
MT0000093583,4
MT0000095414,4
MT0000097008,5
MT0000097948,4
MT0000098581,5
MT0000103049,1
MT0000103874,4
MT0000104363,5
MT0000105192,5
MT0000105492,4
MT0000106285,2
MT0000109716,5
MT0000110175,5
MT0000111068,2
MT0000113311,5
MT0000117176,4
MT0000119701,4
MT0000119987,3
MT0000123853,5
MT0000124779,4
MT0000128573,3
MT0000133200,4
MT0000135916,3
MT0000139242,2
MT0000143859,2
MT0000144160,4
MT0000144424,1
MT0000145509,1
MT0000146284,4
MT0000146966,3
MT0000147182,4
MT0000147647,1
MT0000151451,4
MT0000151529,3
MT0000153361,3
MT0000153970,5
MT0000161127,5
MT0000162219,1
MT0000164441,1
MT0000169174,1
MT0000169836,3
MT0000171421,4
MT0000171852,4
MT0000174580,4
MT0000175597,1
MT0000177451,5
MT0000177878,4
MT0000185453,4
MT0000185601,3
MT0000186467,1
MT0000190640,1
MT0000191766,2
MT0000192015,5
MT0000192913,1
MT0000192982,1
MT0000195705,1
MT0000197431,3
MT0000202045,1
MT0000203193,5
MT0000203272,5
MT0000204016,5
MT0000213542,5
MT0000214287,1
MT0000216849,3
MT0000218346,4
MT0000222773,5
MT0000225806,4
MT0000231442,1
MT0000231784,3
MT0000235880,5
MT0000239675,2
MT0000245808,3
MT0000249842,5
MT0000252574,4
MT0000255724,4
MT0000258223,4
MT0000258646,3
MT0000259235,2
MT0000265621,4
MT0000267636,2
MT0000268576,1
MT0000268701,2
MT0000270200,4
MT0000271454,3
MT0000271970,1
MT0000272906,5
MT0000273374,4
MT0000277032,3
MT0000277633,3
MT0000283043,1
MT0000287606,4
MT0000287921,1
MT0000289116,4
MT0000292000,3
MT0000293345,1
MT0000299291,4
MT0000300896,5
MT0000302038,5
MT0000310204,4
MT0000312152,4
MT0000315363,3
MT0000315392,4
MT0000316110,4
MT0000317770,5
MT0000318206,1
MT0000318279,4
MT0000320757,4
MT0000321394,5
MT0000321824,4
MT0000325093,4
MT0000326433,2
MT0000335310,3
MT0000336135,5
MT0000344141,5
MT0000345937,2
MT0000348553,4
MT0000348835,5
MT0000353361,3
MT0000357325,5
MT0000360851,2
MT0000361419,2
MT0000364027,5
MT0000369188,4
MT0000370694,3
MT0000371043,2
MT0000377411,5
MT0000379144,5
MT0000380307,4
MT0000380971,3
MT0000381928,5
MT0000391566,1
MT0000392975,5
MT0000398595,1
MT0000400490,5
MT0000401186,5
MT0000401600,5
MT0000407837,2
MT0000408441,3
MT0000409922,4
MT0000412380,2
MT0000413173,5
MT0000414517,5
MT0000419956,1
MT0000421504,4
MT0000425270,3
MT0000426771,5
MT0000426880,3
MT0000431226,2
MT0000434716,5
MT0000436815,4
MT0000437534,2
MT0000441552,1
MT0000442827,5
MT0000446304,4
MT0000447281,2
MT0000447539,4
MT0000456939,3
MT0000460427,5
MT0000460480,4
MT0000463371,1
MT0000475876,3
MT0000481003,5
MT0000481304,1
MT0000483039,5
MT0000487439,3
MT0000489470,2
MT0000495176,5
MT0000495842,2
MT0000497520,3
MT0000502143,2
MT0000515256,4
MT0000518591,4
MT0000522450,5
MT0000522789,5
MT0000522938,5
MT0000523576,3
MT0000524741,5
MT0000526302,1
MT0000526867,4
MT0000534539,4
MT0000540286,4
MT0000546446,4
MT0000547065,3
MT0000549945,1
MT0000550961,4
MT0000552259,2
MT0000553622,1
MT0000556349,3
MT0000562195,5
MT0000564376,2
MT0000567692,4
MT0000570966,3
MT0000573766,5
MT0000576231,5
MT0000580738,2
MT0000581530,5
MT0000592222,2
MT0000595581,5
MT0000599398,1
MT0000603187,1
MT0000603561,4
MT0000604234,1
MT0000606812,2
MT0000615489,3
MT0000619767,4
MT0000620635,5
MT0000621840,3
MT0000630628,3
MT0000631491,5
MT0000633351,4
MT0000636335,5
MT0000638424,4
MT0000638634,4
MT0000642549,5
MT0000643201,4
MT0000647818,3
MT0000652082,4
MT0000661250,4
MT0000661847,4
MT0000664362,3
MT0000666429,4
MT0000667625,2
MT0000670865,4
MT0000672880,3
MT0000682947,5
MT0000685324,4
MT0000685538,3
MT0000685552,3
MT0000688115,4
MT0000688312,1
MT0000689110,2
MT0000690637,2
MT0000694316,1
MT0000698081,5
MT0000704913,4
MT0000707663,4
MT0000710146,5
MT0000711493,5
MT0000712071,4
MT0000712316,5
MT0000714708,3
MT0000716124,5
MT0000720686,1
MT0000721873,4
MT0000723464,1
MT0000724357,3
MT0000727738,3
MT0000728975,2
MT0000729701,5
MT0000732206,5
MT0000732821,5
MT0000734482,1
MT0000735056,1
MT0000737118,2
MT0000737624,5
MT0000737807,5
MT0000740862,2
MT0000741489,1
MT0000744293,1
MT0000746822,5
MT0000747666,1
MT0000753074,3
MT0000754511,4
MT0000762097,1
MT0000763275,1
MT0000764951,4
MT0000766316,4
MT0000772749,5
MT0000773391,5
MT0000775053,3
MT0000776108,4
MT0000778102,3
MT0000780401,4
MT0000783307,1
MT0000787002,2
MT0000789330,1
MT0000793161,5
MT0000796526,5
MT0000805883,5
MT0000807741,4
MT0000808227,1
MT0000811092,4
MT0000811743,4
MT0000814289,2
MT0000814565,1
MT0000821772,5
MT0000825920,3
MT0000826010,5
MT0000829531,3
MT0000829765,4
MT0000832464,4
MT0000834505,5
MT0000844574,2
MT0000847731,2
MT0000848769,4
MT0000850050,4
MT0000850957,1
MT0000851865,3
MT0000852582,4
MT0000853072,1
MT0000854722,4
MT0000857091,5
MT0000863232,1
MT0000863543,4
MT0000865478,5
MT0000871290,4
MT0000874328,2
MT0000874482,1
MT0000875199,4
MT0000875520,4
MT0000878275,2
MT0000886390,4
MT0000886723,5
MT0000888329,4
MT0000889229,1
MT0000892306,1
MT0000895003,1
MT0000895905,1
MT0000897883,5
MT0000900387,3
MT0000900995,4
MT0000901959,3
MT0000903225,4
MT0000906888,4
MT0000910270,1
MT0000913916,5
MT0000920227,1
MT0000921193,2
MT0000922312,5
MT0000927561,1
MT0000931402,4
MT0000934613,4
MT0000936370,5
MT0000938758,2
MT0000941301,5
MT0000945118,5
MT0000948111,3
MT0000949813,5
MT0000950090,4
MT0000951610,1
MT0000954088,3
MT0000956340,1
MT0000968326,2
MT0000971800,2
MT0000971834,5
MT0000972004,5
MT0000973218,5
MT0000975216,5
MT0000980148,5
MT0000982297,5
MT0000983092,2
MT0000984023,1
MT0000987523,5
MT0000992846,4
MT0000997306,5
MT0001014012,2
MT0001016068,3
MT0001020011,4
MT0001026170,5
MT0001030436,4
MT0001032211,3
MT0001035786,5
MT0001038803,2
MT0001042055,3
MT0001043721,3
MT0001046395,2
MT0001051344,5
MT0001052263,5
MT0001053268,4
MT0001053762,5
MT0001057748,5
MT0001058887,4
MT0001062700,4
MT0001062974,5
MT0001068364,5
MT0001069996,5
MT0001073553,2
MT0001082164,5
MT0001084055,5
MT0001084444,5
MT0001094338,5
MT0001095298,4
MT0001096019,2
MT0001098562,5
MT0001101467,3
MT0001102610,4
MT0001104467,4
MT0001104727,5
MT0001106114,3
MT0001108070,5
MT0001109401,1
MT0001115644,4
MT0001116511,3
MT0001117815,4
MT0001121577,4
MT0001126926,2
MT0001133011,5
MT0001134958,4
MT0001135075,5
MT0001137053,1
MT0001141875,2
MT0001144930,4
MT0001152165,4
MT0001152664,4
MT0001153847,3
MT0001156310,5
MT0001157069,1
MT0001168323,3
MT0001169715,3
MT0001183783,4
MT0001189913,3
MT0001193202,1
MT0001193331,3
MT0001193971,4
MT0001194164,4
MT0001195535,4
MT0001196736,2
MT0001202986,4
MT0001217651,3
MT0001227219,3
MT0001230193,1
MT0001230298,4
MT0001234946,5
MT0001236335,2
MT0001236337,2
MT0001236649,5
MT0001243097,4
MT0001243566,5
MT0001253889,5
MT0001256033,3
MT0001265984,1
MT0001266436,4
MT0001267997,4
MT0001276044,1
MT0001277283,4
MT0001284282,4
MT0001284801,4
MT0001287647,3
MT0001289749,5
MT0001292451,3
MT0001297031,4
MT0001298241,3
MT0001301827,4
MT0001302466,5
MT0001305231,5
MT0001305550,4
MT0001308506,5
MT0001309422,4
MT0001313815,4
MT0001318718,3
MT0001321444,2
MT0001321861,3
MT0001323755,1
MT0001323890,5
MT0001328889,5
MT0001331047,4
MT0001332899,4
MT0001333258,5
MT0001335920,3
MT0001339839,5
MT0001340527,5
MT0001340713,5
MT0001347462,4
MT0001353828,1
MT0001356476,4
MT0001356637,4
MT0001361436,3
MT0001362313,4
MT0001368531,3
MT0001369981,4
MT0001370627,4
MT0001372070,1
MT0001376988,1
MT0001377616,1
MT0001377742,1
MT0001380360,1
MT0001383277,3
MT0001385947,3
MT0001387574,2
MT0001391154,5
MT0001393272,2
MT0001394087,5
MT0001395462,4
MT0001397431,1
MT0001404677,4
MT0001415729,5
MT0001417252,5
MT0001418045,5
MT0001419145,5
MT0001435061,4
MT0001436086,4
MT0001438043,5
MT0001440624,5
MT0001453285,4
MT0001459810,5
MT0001463745,5
MT0001472536,5
MT0001473110,3
MT0001473158,3
MT0001474073,5
MT0001477169,4
MT0001481574,2
MT0001486960,3
MT0001494267,5
MT0001494812,3
MT0001497191,5
MT0001497786,4
MT0001504929,5
MT0001509368,4
MT0001509615,5
MT0001510617,1
MT0001511433,1
MT0001514284,4
MT0001515028,4
MT0001515531,5
MT0001518335,4
MT0001520918,5
MT0001521543,3
MT0001522985,2
MT0001523435,3
MT0001526386,5
MT0001526514,1
MT0001528638,3
MT0001531856,3
MT0001531906,1
MT0001533920,5
MT0001535201,2
MT0001542457,3
MT0001542676,5
MT0001547111,1
MT0001548914,5
MT0001553573,4
MT0001554870,3
MT0001566152,4
MT0001568638,5
MT0001574245,5
MT0001578777,1
MT0001583214,1
MT0001586807,5
MT0001590201,4
MT0001590644,1
MT0001593342,5
MT0001594582,1
MT0001595082,1
MT0001598707,5
MT0001598710,2
MT0001605268,5
MT0001607665,2
MT0001608358,2
MT0001608499,1
MT0001609043,2
MT0001609615,4
MT0001609626,5
MT0001610102,3
MT0001610914,5
MT0001612417,2
MT0001613887,1
MT0001615005,4
MT0001615082,5
MT0001616074,5
MT0001624303,1
MT0001634305,3
MT0001638394,4
MT0001639011,4
MT0001640581,1
MT0001641165,3
MT0001641166,5
MT0001641228,5
MT0001641430,5
MT0001642019,1
MT0001644811,4
MT0001646256,4
MT0001647040,2
MT0001648703,1
MT0001653728,4
MT0001658982,4
MT0001659593,2
MT0001661022,3
MT0001664577,2
MT0001667621,5
MT0001671399,5
MT0001673884,4
MT0001676671,5
MT0001680969,5
MT0001696863,5
MT0001698737,2
MT0001699798,4
MT0001701648,5
MT0001703346,5
MT0001705355,5
MT0001710592,1
MT0001722508,2
MT0001729778,4
MT0001732928,5
MT0001736229,5
MT0001738256,3
MT0001741017,3
MT0001742519,5
MT0001747053,5
MT0001753032,2
MT0001753457,5
MT0001757676,3
MT0001760172,5
MT0001765726,4
MT0001766004,1
MT0001768550,5
MT0001770136,3
MT0001779167,4
MT0001795697,3
MT0001798303,5
MT0001801454,3
MT0001810607,4
MT0001829666,4
MT0001831738,4
MT0001832838,4
MT0001835551,1
MT0001839466,4
MT0001841416,3
MT0001844620,5
MT0001852290,3
MT0001853221,5
MT0001855865,5
MT0001862892,4
MT0001863795,5
MT0001863823,2
MT0001866808,2
MT0001868336,5
MT0001870847,5
MT0001871732,5
MT0001877603,5
MT0001879903,2
MT0001889075,3
MT0001889244,3
MT0001891229,5
MT0001891260,4
MT0001894368,5
MT0001898830,5
MT0001899447,4
MT0001899867,3
MT0001901436,2
MT0001910188,5
MT0001916633,2
MT0001916989,5
MT0001920501,3
MT0001921677,2
MT0001927015,3
MT0001927474,4
MT0001927746,5
MT0001927921,3
MT0001929641,4
MT0001934410,3
MT0001934436,5
MT0001934726,4
MT0001938929,3
MT0001942272,4
MT0001943830,1
MT0001949173,4
MT0001952167,5
MT0001954919,4
MT0001962373,1
MT0001963447,1
MT0001967374,5
MT0001967655,3
MT0001972380,4
MT0001972829,4
MT0001974130,1
MT0001975228,5
MT0001978806,3
MT0001980613,4
MT0001982863,5
MT0001988811,4
MT0001989408,5
MT0001992879,1
MT0001993588,3
MT0001993943,5
MT0002006203,4
MT0002006862,3
MT0002007417,4
MT0002012491,5
MT0002014752,4
MT0002024101,4
MT0002024741,4
MT0002033217,5
MT0002033629,5
MT0002034238,4
MT0002050671,5
MT0002052101,4
MT0002052918,2
MT0002053300,5
MT0002054074,4
MT0002057142,4
MT0002059011,5
MT0002060109,4
MT0002067509,2
MT0002068648,4
MT0002070112,5
MT0002070314,3
MT0002071907,5
MT0002078701,1
MT0002086401,5
MT0002087345,2
MT0002087541,1
MT0002088249,3
MT0002099419,3
MT0002113056,1
MT0002119439,5
MT0002124238,5
MT0002126934,5
MT0002131125,3
MT0002132088,4
MT0002139311,4
MT0002142155,1
MT0002156561,5
MT0002161109,5
MT0002169629,1
MT0002177145,3
MT0002179342,4
MT0002193996,3
MT0002203952,5
MT0002210361,5
MT0002213644,2
MT0002216668,4
MT0002218376,5
MT0002219036,5
MT0002219182,3
MT0002222944,1
MT0002222957,5
MT0002225477,3
MT0002233402,5
MT0002238737,1
MT0002239079,3
MT0002240771,2
MT0002242128,5
MT0002249354,5
MT0002250135,4
MT0002252353,1
MT0002262181,5
MT0002272314,1
MT0002277261,1
MT0002291660,3
MT0002294387,4
MT0002297016,5
MT0002298774,1
MT0002306900,2
MT0002307435,4
MT0002307493,5
MT0002308313,5
MT0002308613,5
MT0002316145,1
MT0002320670,2
MT0002323154,5
MT0002325544,4
MT0002325863,5
MT0002327429,5
MT0002336535,4
MT0002337555,3
MT0002342346,4
MT0002343160,1
MT0002343207,4
MT0002347246,3
MT0002349114,5
MT0002351905,3
MT0002355423,4
MT0002355518,2
MT0002358457,2
MT0002359628,4
MT0002360219,3
MT0002362108,4
MT0002366291,4
MT0002371970,1
MT0002372242,3
MT0002374117,2
MT0002379222,5
MT0002379942,1
MT0002385077,5
MT0002388592,3
MT0002390941,1
MT0002391847,5
MT0002396250,1
MT0002397625,4
MT0002399275,3
MT0002408351,5
MT0002415184,5
MT0002423836,5
MT0002438908,1
MT0002448379,5
MT0002460914,3
MT0002472723,4
MT0002472801,5
MT0002477987,4
MT0002479795,1
MT0002485672,1
MT0002500878,5
MT0002506076,5
MT0002510318,1
MT0002515172,1
MT0002519050,5
MT0002525905,5
MT0002532237,3
MT0002536460,5
MT0002538335,3
MT0002541988,4
MT0002548231,5
MT0002549047,4
MT0002549944,4
MT0002573253,5
MT0002580064,3
MT0002585767,4
MT0002591418,4
MT0002595792,4
MT0002602057,3
MT0002604697,4
MT0002619035,4
MT0002621498,1
MT0002628272,5
MT0002634024,4
MT0002638821,4
MT0002645049,3
MT0002653551,5
MT0002655864,3
MT0002659854,1
MT0002662293,2
MT0002670113,5
MT0002672499,3
MT0002674708,5
MT0002675791,4
MT0002679562,5
MT0002698706,3
MT0002698827,4
MT0002699966,5
MT0002700026,4
MT0002701422,1
MT0002709704,3
MT0002711792,1
MT0002714093,4
MT0002714805,5
MT0002716927,4
MT0002737189,3
MT0002739845,1
MT0002749253,2
MT0002760912,4
MT0002761408,1
MT0002762445,4
MT0002771537,4
MT0002772535,5
MT0002784741,3
MT0002785740,5
MT0002786674,1
MT0002794078,5
MT0002803746,1
MT0002810052,1
MT0002811975,5
MT0002834532,5
MT0002840704,3
MT0002842988,3
MT0002844771,4
MT0002846256,4
MT0002858390,3
MT0002859848,4
MT0002872113,2
MT0002874481,5
MT0002874900,5
MT0002875103,3
MT0002885173,5
MT0002889321,1
MT0002894033,3
MT0002894943,5
MT0002903697,1
MT0002905185,3
MT0002907679,4
MT0002908894,5
MT0002909109,3
MT0002909741,2
MT0002915967,4
MT0002920876,3
MT0002928993,4
MT0002939380,3
MT0002940684,5
MT0002949712,1
MT0002951872,4
MT0002954708,1
MT0002955901,5
MT0002960288,1
MT0002960683,5
MT0002962258,3
MT0002965366,5
MT0002969144,4
MT0002973571,5
MT0002980543,3
MT0002983378,5
MT0002986568,4
MT0002999366,3
MT0003008724,1
MT0003012633,4
MT0003017303,5
MT0003019852,4
MT0003022328,5
MT0003023886,1
MT0003025046,4
MT0003025373,4
MT0003025883,4
MT0003028265,4
MT0003037596,5
MT0003037754,1
MT0003038205,2
MT0003041246,4
MT0003044417,3
MT0003053135,5
MT0003059710,2
MT0003067607,2
MT0003072479,5
MT0003081304,3
MT0003081888,5
MT0003085195,3
MT0003085925,4
MT0003087857,3
MT0003094118,3
MT0003097486,5
MT0003101727,5
MT0003102331,3
MT0003105414,5
MT0003106472,3
MT0003108238,3
MT0003109823,4
MT0003114552,5
MT0003117846,1
MT0003119681,5
MT0003124476,3
MT0003129858,5
MT0003131369,4
MT0003131435,4
MT0003136077,5
MT0003137690,5
MT0003144898,1
MT0003146944,1
MT0003148189,1
MT0003149291,5
MT0003150748,5
MT0003163405,4
MT0003170370,5
MT0003170390,5
MT0003175531,4
MT0003175805,2
MT0003179818,5
MT0003187533,5
MT0003189593,5
MT0003189890,4
MT0003205952,2
MT0003209662,1
MT0003213617,4
MT0003213835,3
MT0003216840,4
MT0003224500,1
MT0003228768,4
MT0003237550,1
MT0003238922,5
MT0003243311,5
MT0003246728,3
MT0003248394,1
MT0003262589,1
MT0003263304,3
MT0003264792,3
MT0003272751,5
MT0003272904,4
MT0003274067,4
MT0003280103,3
MT0003285450,5
MT0003286463,3
MT0003287170,1
MT0003287931,4
MT0003294608,1
MT0003296174,5
MT0003299912,5
MT0003300388,4
MT0003304271,4
MT0003309945,1
MT0003311798,5
MT0003315880,3
MT0003320924,4
MT0003326925,4
MT0003328491,4
MT0003329820,3
MT0003330378,5
MT0003330393,5
MT0003336370,4
MT0003336800,1
MT0003337396,1
MT0003343422,4
MT0003344002,5
MT0003345751,1
MT0003349423,5
MT0003352308,4
MT0003353602,4
MT0003353794,4
MT0003354468,3
MT0003361206,5
MT0003362542,4
MT0003362617,4
MT0003366948,5
MT0003367947,5
MT0003382050,5
MT0003389088,4
MT0003390733,4
MT0003396470,5
MT0003402178,4
MT0003402277,2
MT0003402538,4
MT0003402994,3
MT0003408163,2
MT0003410384,5
MT0003420996,4
MT0003421433,4
MT0003424691,2
MT0003428477,1
MT0003431207,2
MT0003435704,4
MT0003440957,3
MT0003442366,5
MT0003444822,1
MT0003454112,5
MT0003462877,1
MT0003473344,4
MT0003475707,5
MT0003482336,3
MT0003496132,3
MT0003501434,1
MT0003501456,5
MT0003503243,3
MT0003504085,5
MT0003504525,3
MT0003510796,3
MT0003517837,4
MT0003530174,5
MT0003536193,4
MT0003539442,1
MT0003542756,3
MT0003546058,5
MT0003570082,4
MT0003585530,5
MT0003587042,1
MT0003594672,5
MT0003597979,4
MT0003598094,5
MT0003601752,5
MT0003603497,3
MT0003603772,3
MT0003612742,3
MT0003617309,4
MT0003623420,2
MT0003629164,3
MT0003630870,3
MT0003639120,5
MT0003649209,3
MT0003655811,5
MT0003655884,4
MT0003659365,4
MT0003663435,3
MT0003669917,3
MT0003688494,5
MT0003691487,5
MT0003703624,5
MT0003710207,5
MT0003724610,5
MT0003728288,1
MT0003729518,1
MT0003732702,4
MT0003740052,4
MT0003741609,5
MT0003748227,3
MT0003753139,5
MT0003759483,1
MT0003762220,4
MT0003762339,1
MT0003768949,4
MT0003770678,3
MT0003774577,3
MT0003778826,5
MT0003782002,1
MT0003787478,5
MT0003788939,4
MT0003791678,3
MT0003792475,1
MT0003794106,5
MT0003795778,4
MT0003796752,4
MT0003799339,5
MT0003807077,5
MT0003808089,5
MT0003808965,2
MT0003816162,5
MT0003821577,1
MT0003834848,5
MT0003837569,1
MT0003853483,5
MT0003857948,5
MT0003859252,3
MT0003861331,3
MT0003863509,4
MT0003868349,4
MT0003868390,4
MT0003869539,1
MT0003872021,5
MT0003878494,1
MT0003880691,1
MT0003881997,3
MT0003895439,5
MT0003898980,3
MT0003900455,5
MT0003903675,3
MT0003906833,3
MT0003907045,4
MT0003909053,4
MT0003909085,5
MT0003909575,3
MT0003917550,5
MT0003922883,4
MT0003930610,5
MT0003934644,4
MT0003935299,4
MT0003935485,5
MT0003942985,5
MT0003949060,5
MT0003950978,2
MT0003956612,5
MT0003957022,2
MT0003965796,3
MT0003968039,2
MT0003968586,1
MT0003970870,4
MT0003974181,4
MT0003979876,1
MT0004001276,5
MT0004001989,4
MT0004005104,2
MT0004009266,2
MT0004012938,1
MT0004014951,2
MT0004016308,5
MT0004018270,5
MT0004020993,4
MT0004025604,1
MT0004027946,5
MT0004028719,1
MT0004032071,5
MT0004032349,2
MT0004033010,4
MT0004034604,5
MT0004036096,5
MT0004037272,5
MT0004068560,1
MT0004071684,5
MT0004072079,1
MT0004072837,5
MT0004073991,3
MT0004082588,5
MT0004085907,3
MT0004087145,4
MT0004089549,5
MT0004091857,4
MT0004093767,5
MT0004098601,1
MT0004113262,3
MT0004117319,4
MT0004122617,5
MT0004131058,5
MT0004131260,1
MT0004137658,1
MT0004139859,5
MT0004141823,3
MT0004156130,4
MT0004157335,2
MT0004180568,4
MT0004183911,1
MT0004184616,3
MT0004186970,5
MT0004187531,5
MT0004194402,4
MT0004197514,1
MT0004212108,4
MT0004219321,4
MT0004230500,5
MT0004232099,4
MT0004240748,4
MT0004254228,3
MT0004256890,4
MT0004260672,5
MT0004262978,4
MT0004263301,4
MT0004263956,5
MT0004269670,5
MT0004274911,5
MT0004287283,3
MT0004290389,1
MT0004293364,3
MT0004296158,5
MT0004301925,5
MT0004306521,4
MT0004316859,5
MT0004317784,1
MT0004331116,5
MT0004335339,2
MT0004337195,4
MT0004338270,3
MT0004339430,5
MT0004342301,5
MT0004343785,5
MT0004352104,1
MT0004352726,4
MT0004362464,5
MT0004362501,4
MT0004380082,3
MT0004383185,5
MT0004392421,5
MT0004395306,4
MT0004397754,3
MT0004400843,4
MT0004409960,5
MT0004414074,1
MT0004422924,4
MT0004425744,4
MT0004428604,5
MT0004440606,5
MT0004444570,4
MT0004447086,1
MT0004447226,5
MT0004458238,5
MT0004459450,1
MT0004469135,4
MT0004476235,3
MT0004485367,4
MT0004489039,3
MT0004491170,2
MT0004497478,1
MT0004500770,4
MT0004506984,3
MT0004511265,1
MT0004512063,1
MT0004514306,4
MT0004517675,2
MT0004519452,2
MT0004523184,5
MT0004525980,1
MT0004537445,5
MT0004537620,5
MT0004540242,4
MT0004542745,3
MT0004548391,3
MT0004548595,5
MT0004550236,5
MT0004550434,3
MT0004550458,3
MT0004551480,3
MT0004555632,5
MT0004558203,1
MT0004558461,1
MT0004567504,5
MT0004584064,5
MT0004584067,5
MT0004588191,4
MT0004593880,5
MT0004609722,4
MT0004611952,5
MT0004625127,1
MT0004633915,5
MT0004643275,5
MT0004644495,2
MT0004645468,3
MT0004660584,5
MT0004668394,5
MT0004669603,5
MT0004674397,1
MT0004676134,5
MT0004680723,5
MT0004681292,5
MT0004683099,4
MT0004692317,4
MT0004692456,4
MT0004692889,5
MT0004693207,5
MT0004699901,5
MT0004711079,3
MT0004715422,5
MT0004725201,4
MT0004725405,3
MT0004731150,5
MT0004739956,1
MT0004751933,5
MT0004754115,4
MT0004758223,4
MT0004759106,5
MT0004759588,1
MT0004772896,4
MT0004776502,5
MT0004776609,4
MT0004781165,4
MT0004798504,1
MT0004798790,1
MT0004807446,5
MT0004811602,1
MT0004812565,5
MT0004816612,1
MT0004817670,5
MT0004828213,5
MT0004829377,3
MT0004833310,5
MT0004836526,1
MT0004839107,5
MT0004840819,4
MT0004842694,1
MT0004844832,1
MT0004850406,3
MT0004850690,5
MT0004861138,3
MT0004864453,1
MT0004866559,3
MT0004867185,3
MT0004867564,5
MT0004869271,1
MT0004872217,3
MT0004882280,3
MT0004883551,3
MT0004890000,4
MT0004894364,5
MT0004896738,3
MT0004905223,2
MT0004910983,4
MT0004911454,5
MT0004920547,2
MT0004922692,5
MT0004925844,4
MT0004936799,4
MT0004942017,5
MT0004943985,3
MT0004948855,3
MT0004956006,5
MT0004958762,5
MT0004961409,1
MT0004961734,2
MT0004962647,1
MT0004963809,4
MT0004970058,3
MT0004978135,5
MT0004982192,2
MT0004982446,5
MT0004984433,5
MT0004997589,5
MT0004999812,5
MT0005001966,1
MT0005003824,5
MT0005004562,5
MT0005009443,2
MT0005009715,5
MT0005023904,4
MT0005026798,1
MT0005028976,5
MT0005029328,1
MT0005030845,3
MT0005033429,1
MT0005039941,1
MT0005044119,2
MT0005048376,5
MT0005054238,5
MT0005054643,5
MT0005060138,5
MT0005064430,2
MT0005066971,5
MT0005068407,5
MT0005072543,4
MT0005074629,5
MT0005083488,5
MT0005083885,3
MT0005091539,5
MT0005094727,4
MT0005111463,4
MT0005112174,5
MT0005113916,4
MT0005115042,4
MT0005118426,4
MT0005126279,5
MT0005129157,5
MT0005134466,4
MT0005142001,2
MT0005151875,5
MT0005155949,4
MT0005157391,5
MT0005157804,4
MT0005158273,4
MT0005163122,5
MT0005171537,1
MT0005171805,5
MT0005185986,5
MT0005189351,4
MT0005189820,4
MT0005198745,4
MT0005202791,1
MT0005213723,5
MT0005217073,5
MT0005221680,5
MT0005223794,1
MT0005239610,5
MT0005241287,1
MT0005241699,3
MT0005243931,1
MT0005253065,4
MT0005254421,5
MT0005260370,5
MT0005261375,5
MT0005261398,5
MT0005262725,4
MT0005265641,3
MT0005270263,5
MT0005272837,3
MT0005273525,5
MT0005285696,4
MT0005286165,1
MT0005287506,1
MT0005294278,4
MT0005304966,3
MT0005319891,1
MT0005330350,4
MT0005331755,4
MT0005336347,5
MT0005337249,5
MT0005344437,4
MT0005352508,5
MT0005352614,5
MT0005357887,5
MT0005379911,1
